,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
3762,2003,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2526.0,61.4
3763,2003,Cerebrovascular diseases (I60-I69),Stroke,Maine,802.0,52.2
3764,2003,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2734.0,54.7
3765,2003,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,3407.0,46.5
3766,2003,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5470.0,54.5
3767,2003,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2550.0,47.9
3768,2003,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1736.0,63.6
3769,2003,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3580.0,57.7
3770,2003,Cerebrovascular diseases (I60-I69),Stroke,Montana,576.0,56.1
3771,2003,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,1094.0,54.7
3772,2003,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1028.0,57.8
3773,2003,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,536.0,43.0
3774,2003,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3966.0,43.1
3775,2003,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,770.0,44.6
3776,2003,Cerebrovascular diseases (I60-I69),Stroke,New York,7281.0,35.7
3777,2003,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,5203.0,66.4
3778,2003,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,476.0,56.7
3779,2003,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6910.0,56.6
3780,2003,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2485.0,68.9
3781,2003,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2554.0,66.7
3782,2003,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,8261.0,52.8
3783,2003,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,565.0,42.9
3784,2003,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2748.0,71.2
3785,2003,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,476.0,50.4
3786,2003,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3883.0,69.2
3787,2003,Cerebrovascular diseases (I60-I69),Stroke,Texas,10303.0,60.8
3788,2003,Cerebrovascular diseases (I60-I69),Stroke,United States,157689.0,54.6
3789,2003,Cerebrovascular diseases (I60-I69),Stroke,Utah,876.0,55.2
3790,2003,Cerebrovascular diseases (I60-I69),Stroke,Vermont,306.0,46.2
3791,2003,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3938.0,60.6
3792,2003,Cerebrovascular diseases (I60-I69),Stroke,Washington,3595.0,62.4
3793,2003,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1309.0,61.2
3794,2003,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3216.0,53.1
3795,2003,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,253.0,53.9
3796,2004,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2986.0,65.5
3797,2004,Cerebrovascular diseases (I60-I69),Stroke,Alaska,172.0,52.8
3798,2004,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2446.0,44.6
3799,2004,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1948.0,65.3
3800,2004,Cerebrovascular diseases (I60-I69),Stroke,California,16882.0,54.6
3801,2004,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1638.0,44.9
3802,2004,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1635.0,39.1
3803,2004,Cerebrovascular diseases (I60-I69),Stroke,Delaware,350.0,41.8
3804,2004,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,218.0,39.3
3805,2004,Cerebrovascular diseases (I60-I69),Stroke,Florida,9715.0,42.8
3806,2004,Cerebrovascular diseases (I60-I69),Stroke,Georgia,4063.0,60.8
3807,2004,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,714.0,51.0
3808,2004,Cerebrovascular diseases (I60-I69),Stroke,Idaho,712.0,55.3
3809,2004,Cerebrovascular diseases (I60-I69),Stroke,Illinois,6489.0,51.5
3810,2004,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3454.0,55.3
3811,2004,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1960.0,50.5
3812,2004,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1611.0,52.2
3813,2004,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2339.0,58.0
3814,2004,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2489.0,59.8
3815,2004,Cerebrovascular diseases (I60-I69),Stroke,Maine,801.0,51.5
3816,2004,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2718.0,53.2
3817,2004,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,3254.0,44.1
3818,2004,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5290.0,52.0
3819,2004,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2542.0,47.1
3820,2004,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1651.0,59.9
3821,2004,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3503.0,56.1
3822,2004,Cerebrovascular diseases (I60-I69),Stroke,Montana,484.0,46.1
3823,2004,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,978.0,48.5
3824,2004,Cerebrovascular diseases (I60-I69),Stroke,Nevada,1030.0,54.6
3825,2004,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,586.0,45.6
3826,2004,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3781.0,40.8
3827,2004,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,721.0,41.1
3828,2004,Cerebrovascular diseases (I60-I69),Stroke,New York,6927.0,33.7
3829,2004,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4955.0,61.7
3830,2004,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,475.0,55.4
3831,2004,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6501.0,52.8
3832,2004,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2183.0,60.3
3833,2004,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2328.0,59.5
3834,2004,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7792.0,49.6
3835,2004,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,522.0,39.8
3836,2004,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2643.0,66.5
3837,2004,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,469.0,48.7
3838,2004,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3680.0,64.6
3839,2004,Cerebrovascular diseases (I60-I69),Stroke,Texas,9853.0,56.9
3840,2004,Cerebrovascular diseases (I60-I69),Stroke,United States,150074.0,51.2
3841,2004,Cerebrovascular diseases (I60-I69),Stroke,Utah,790.0,48.6
3842,2004,Cerebrovascular diseases (I60-I69),Stroke,Vermont,302.0,45.0
3843,2004,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3788.0,56.7
3844,2004,Cerebrovascular diseases (I60-I69),Stroke,Washington,3243.0,55.1
3845,2004,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1178.0,54.8
3846,2004,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,3071.0,50.0
3847,2004,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,214.0,44.2
3848,2005,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2952.0,63.4
3849,2005,Cerebrovascular diseases (I60-I69),Stroke,Alaska,178.0,54.9
3850,2005,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2364.0,41.4
3851,2005,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1847.0,61.2
3852,2005,Cerebrovascular diseases (I60-I69),Stroke,California,15585.0,49.0
3853,2005,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1599.0,42.6
3854,2005,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1528.0,36.2
3855,2005,Cerebrovascular diseases (I60-I69),Stroke,Delaware,384.0,44.3
3856,2005,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,231.0,41.2
3857,2005,Cerebrovascular diseases (I60-I69),Stroke,Florida,9361.0,40.3
3858,2005,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3854.0,55.6
3859,2005,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,688.0,47.6
3860,2005,Cerebrovascular diseases (I60-I69),Stroke,Idaho,718.0,53.9
3861,2005,Cerebrovascular diseases (I60-I69),Stroke,Illinois,6252.0,49.0
3862,2005,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3296.0,51.9
3863,2005,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1902.0,49.2
3864,2005,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1571.0,50.3
3865,2005,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2168.0,52.5
3866,2005,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2469.0,58.0
3867,2005,Cerebrovascular diseases (I60-I69),Stroke,Maine,693.0,43.8
3868,2005,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2476.0,47.1
3869,2005,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2977.0,39.8
3870,2005,Cerebrovascular diseases (I60-I69),Stroke,Michigan,5057.0,48.9
3871,2005,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2379.0,43.5
3872,2005,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1622.0,58.0
3873,2005,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3347.0,52.9
3874,2005,Cerebrovascular diseases (I60-I69),Stroke,Montana,522.0,48.6
3875,2005,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,986.0,48.4
3876,2005,Cerebrovascular diseases (I60-I69),Stroke,Nevada,945.0,48.2
3877,2005,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,497.0,37.7
3878,2005,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3614.0,38.5
3879,2005,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,730.0,40.1
3880,2005,Cerebrovascular diseases (I60-I69),Stroke,New York,6622.0,31.7
3881,2005,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4861.0,59.0
3882,2005,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,368.0,43.0
3883,2005,Cerebrovascular diseases (I60-I69),Stroke,Ohio,6279.0,50.2
3884,2005,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2235.0,60.9
3885,2005,Cerebrovascular diseases (I60-I69),Stroke,Oregon,2289.0,57.2
3886,2005,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7650.0,48.0
3887,2005,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,533.0,39.9
3888,2005,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2458.0,60.2
3889,2005,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,511.0,52.7
3890,2005,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3659.0,62.7
3891,2005,Cerebrovascular diseases (I60-I69),Stroke,Texas,9366.0,52.4
3892,2005,Cerebrovascular diseases (I60-I69),Stroke,United States,143579.0,48.0
3893,2005,Cerebrovascular diseases (I60-I69),Stroke,Utah,794.0,46.9
3894,2005,Cerebrovascular diseases (I60-I69),Stroke,Vermont,260.0,38.2
3895,2005,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3675.0,53.7
3896,2005,Cerebrovascular diseases (I60-I69),Stroke,Washington,2895.0,48.1
3897,2005,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1151.0,53.2
3898,2005,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2960.0,47.4
3899,2005,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,221.0,45.1
3900,2006,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2740.0,57.8
3901,2006,Cerebrovascular diseases (I60-I69),Stroke,Alaska,177.0,48.2
3902,2006,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2226.0,37.5
3903,2006,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1884.0,61.2
3904,2006,Cerebrovascular diseases (I60-I69),Stroke,California,15039.0,46.4
3905,2006,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1532.0,39.1
3906,2006,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1547.0,35.8
3907,2006,Cerebrovascular diseases (I60-I69),Stroke,Delaware,384.0,42.9
3908,2006,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,221.0,40.0
3909,2006,Cerebrovascular diseases (I60-I69),Stroke,Florida,8925.0,37.8
3910,2006,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3889.0,53.5
3911,2006,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,665.0,44.7
3912,2006,Cerebrovascular diseases (I60-I69),Stroke,Idaho,725.0,52.7
3913,2006,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5989.0,46.3
3914,2006,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3238.0,49.9
3915,2006,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1718.0,43.6
3916,2006,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1489.0,47.3
3917,2006,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2197.0,51.9
3918,2006,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2195.0,53.9
3919,2006,Cerebrovascular diseases (I60-I69),Stroke,Maine,670.0,41.5
3920,2006,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2365.0,43.8
3921,2006,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2880.0,38.1
3922,2006,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4752.0,44.9
3923,2006,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2219.0,39.7
3924,2006,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1585.0,56.1
3925,2006,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3247.0,50.5
3926,2006,Cerebrovascular diseases (I60-I69),Stroke,Montana,461.0,41.7
3927,2006,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,922.0,44.7
3928,2006,Cerebrovascular diseases (I60-I69),Stroke,Nevada,847.0,41.3
3929,2006,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,494.0,36.1
3930,2006,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3468.0,36.3
3931,2006,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,739.0,39.3
3932,2006,Cerebrovascular diseases (I60-I69),Stroke,New York,6398.0,30.4
3933,2006,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4572.0,53.2
3934,2006,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,428.0,49.6
3935,2006,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5828.0,45.7
3936,2006,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2085.0,55.7
3937,2006,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1978.0,48.2
3938,2006,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7151.0,44.2
3939,2006,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,421.0,31.2
3940,2006,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2291.0,53.8
3941,2006,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,442.0,44.0
3942,2006,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3407.0,56.4
3943,2006,Cerebrovascular diseases (I60-I69),Stroke,Texas,9366.0,50.4
3944,2006,Cerebrovascular diseases (I60-I69),Stroke,United States,137119.0,44.8
3945,2006,Cerebrovascular diseases (I60-I69),Stroke,Utah,674.0,38.2
3946,2006,Cerebrovascular diseases (I60-I69),Stroke,Vermont,264.0,38.1
3947,2006,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3523.0,50.1
3948,2006,Cerebrovascular diseases (I60-I69),Stroke,Washington,2725.0,43.6
3949,2006,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1072.0,48.5
3950,2006,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2829.0,44.6
3951,2006,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,236.0,46.5
3952,2007,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2747.0,56.9
3953,2007,Cerebrovascular diseases (I60-I69),Stroke,Alaska,157.0,47.0
3954,2007,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2207.0,35.9
3955,2007,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1873.0,60.1
3956,2007,Cerebrovascular diseases (I60-I69),Stroke,California,14557.0,43.7
3957,2007,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1600.0,39.5
3958,2007,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1463.0,33.4
3959,2007,Cerebrovascular diseases (I60-I69),Stroke,Delaware,374.0,40.4
3960,2007,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,220.0,39.0
3961,2007,Cerebrovascular diseases (I60-I69),Stroke,Florida,8781.0,36.5
3962,2007,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3894.0,52.0
3963,2007,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,643.0,41.9
3964,2007,Cerebrovascular diseases (I60-I69),Stroke,Idaho,640.0,44.6
3965,2007,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5864.0,44.7
3966,2007,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3083.0,46.6
3967,2007,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1686.0,42.8
3968,2007,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1498.0,46.7
3969,2007,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2144.0,49.8
3970,2007,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2147.0,51.3
3971,2007,Cerebrovascular diseases (I60-I69),Stroke,Maine,664.0,40.4
3972,2007,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2364.0,42.9
3973,2007,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2832.0,36.7
3974,2007,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4798.0,44.5
3975,2007,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2193.0,38.4
3976,2007,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1589.0,55.7
3977,2007,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3229.0,49.4
3978,2007,Cerebrovascular diseases (I60-I69),Stroke,Montana,443.0,39.0
3979,2007,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,921.0,43.8
3980,2007,Cerebrovascular diseases (I60-I69),Stroke,Nevada,850.0,39.8
3981,2007,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,489.0,34.8
3982,2007,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3492.0,36.0
3983,2007,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,804.0,41.3
3984,2007,Cerebrovascular diseases (I60-I69),Stroke,New York,6160.0,28.8
3985,2007,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4530.0,51.1
3986,2007,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,330.0,37.9
3987,2007,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5905.0,45.5
3988,2007,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2126.0,56.2
3989,2007,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1835.0,43.7
3990,2007,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7152.0,43.4
3991,2007,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,457.0,33.4
3992,2007,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2466.0,55.8
3993,2007,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,410.0,40.2
3994,2007,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3450.0,55.9
3995,2007,Cerebrovascular diseases (I60-I69),Stroke,Texas,9796.0,51.5
3996,2007,Cerebrovascular diseases (I60-I69),Stroke,United States,135952.0,43.5
3997,2007,Cerebrovascular diseases (I60-I69),Stroke,Utah,755.0,41.3
3998,2007,Cerebrovascular diseases (I60-I69),Stroke,Vermont,269.0,38.0
3999,2007,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3313.0,45.7
4000,2007,Cerebrovascular diseases (I60-I69),Stroke,Washington,2692.0,42.1
4001,2007,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1113.0,49.7
4002,2007,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2738.0,42.6
4003,2007,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,209.0,40.5
4004,2008,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2863.0,58.2
4005,2008,Cerebrovascular diseases (I60-I69),Stroke,Alaska,172.0,44.5
4006,2008,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2147.0,33.9
4007,2008,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1722.0,54.4
4008,2008,Cerebrovascular diseases (I60-I69),Stroke,California,14048.0,41.2
4009,2008,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1565.0,37.4
4010,2008,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1433.0,32.0
4011,2008,Cerebrovascular diseases (I60-I69),Stroke,Delaware,365.0,37.9
4012,2008,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,222.0,38.5
4013,2008,Cerebrovascular diseases (I60-I69),Stroke,Florida,8589.0,34.8
4014,2008,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3805.0,49.5
4015,2008,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,642.0,40.7
4016,2008,Cerebrovascular diseases (I60-I69),Stroke,Idaho,609.0,41.6
4017,2008,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5788.0,43.4
4018,2008,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3114.0,46.2
4019,2008,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1732.0,43.6
4020,2008,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1574.0,48.6
4021,2008,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2098.0,47.9
4022,2008,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2084.0,48.6
4023,2008,Cerebrovascular diseases (I60-I69),Stroke,Maine,671.0,40.4
4024,2008,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2330.0,41.4
4025,2008,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2747.0,35.1
4026,2008,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4769.0,43.4
4027,2008,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2199.0,37.7
4028,2008,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1592.0,54.7
4029,2008,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3261.0,49.2
4030,2008,Cerebrovascular diseases (I60-I69),Stroke,Montana,466.0,40.3
4031,2008,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,863.0,41.0
4032,2008,Cerebrovascular diseases (I60-I69),Stroke,Nevada,906.0,40.8
4033,2008,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,484.0,33.9
4034,2008,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,3264.0,33.1
4035,2008,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,760.0,38.3
4036,2008,Cerebrovascular diseases (I60-I69),Stroke,New York,6123.0,28.2
4037,2008,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4637.0,50.8
4038,2008,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,325.0,37.2
4039,2008,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5951.0,45.2
4040,2008,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,2079.0,54.0
4041,2008,Cerebrovascular diseases (I60-I69),Stroke,Oregon,1899.0,44.1
4042,2008,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,6942.0,41.9
4043,2008,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,462.0,34.1
4044,2008,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2394.0,52.6
4045,2008,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,396.0,39.1
4046,2008,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3356.0,53.1
4047,2008,Cerebrovascular diseases (I60-I69),Stroke,Texas,9629.0,49.2
4048,2008,Cerebrovascular diseases (I60-I69),Stroke,United States,134148.0,42.1
4049,2008,Cerebrovascular diseases (I60-I69),Stroke,Utah,748.0,39.7
4050,2008,Cerebrovascular diseases (I60-I69),Stroke,Vermont,281.0,38.3
4051,2008,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3301.0,44.5
4052,2008,Cerebrovascular diseases (I60-I69),Stroke,Washington,2773.0,42.3
4053,2008,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1096.0,48.3
4054,2008,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2638.0,40.1
4055,2008,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,234.0,44.4
4056,2009,Cerebrovascular diseases (I60-I69),Stroke,Alabama,2675.0,53.6
4057,2009,Cerebrovascular diseases (I60-I69),Stroke,Alaska,162.0,41.8
4058,2009,Cerebrovascular diseases (I60-I69),Stroke,Arizona,2072.0,31.7
4059,2009,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1694.0,52.9
4060,2009,Cerebrovascular diseases (I60-I69),Stroke,California,13506.0,38.5
4061,2009,Cerebrovascular diseases (I60-I69),Stroke,Colorado,1532.0,35.2
4062,2009,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1460.0,32.4
4063,2009,Cerebrovascular diseases (I60-I69),Stroke,Delaware,415.0,42.5
4064,2009,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,199.0,34.6
4065,2009,Cerebrovascular diseases (I60-I69),Stroke,Florida,8395.0,33.2
4066,2009,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3732.0,46.9
4067,2009,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,671.0,41.0
4068,2009,Cerebrovascular diseases (I60-I69),Stroke,Idaho,627.0,41.6
4069,2009,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5258.0,39.0
4070,2009,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3004.0,44.0
4071,2009,Cerebrovascular diseases (I60-I69),Stroke,Iowa,1635.0,41.2
4072,2009,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1416.0,43.2
4073,2009,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2064.0,46.4
4074,2009,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2061.0,47.4
4075,2009,Cerebrovascular diseases (I60-I69),Stroke,Maine,647.0,38.0
4076,2009,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2288.0,39.4
4077,2009,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,2579.0,32.5
4078,2009,Cerebrovascular diseases (I60-I69),Stroke,Michigan,4435.0,39.8
4079,2009,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2033.0,34.4
4080,2009,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1436.0,48.8
4081,2009,Cerebrovascular diseases (I60-I69),Stroke,Missouri,3017.0,44.9
4082,2009,Cerebrovascular diseases (I60-I69),Stroke,Montana,462.0,39.5
4083,2009,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,857.0,40.1
4084,2009,Cerebrovascular diseases (I60-I69),Stroke,Nevada,859.0,36.9
4085,2009,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,499.0,34.1
